CBSA,Name,TotalCases,TotalDeaths,Population2010,WeightedDensity,Date,Day,Cases,Deaths,DeathsPerMillion,deathGrowthRate,deathGrowthRatePerMill,deathGrowthRatePerMillSmoothed,deathsSmoothed,deathsSmoothedPerMillion
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-03,19,7293,286,244.91249944338068,31.0054,31.6845,26.5511,280.5238,240.223
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-04,20,8571,315,269.74628435197525,31.1807,25.262,26.7012,311.3528,266.6231
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-05,21,8808,345,295.436406671211,32.3312,22.6929,27.6864,342.8853,293.6255
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-06,22,9917,368,315.13216711595834,34.3755,29.9718,29.4371,376.0152,321.9958
35380,"New Orleans-Metairie, LA",77551,3089,1167764.0,4370,2020-04-07,23,10869,415,355.3800254160943,35.6212,40.2479,30.5038,411.6364,352.4996
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-24,-57,1,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-25,-56,1,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-26,-55,1,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-27,-54,1,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-28,-53,1,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-29,-52,1,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-30,-51,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-01-31,-50,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-01,-49,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-02,-48,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-03,-47,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-04,-46,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-05,-45,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-06,-44,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-07,-43,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-08,-42,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-09,-41,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-10,-40,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-11,-39,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-12,-38,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-13,-37,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-14,-36,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-15,-35,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-16,-34,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-17,-33,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-18,-32,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-19,-31,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-20,-30,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-21,-29,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-22,-28,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-23,-27,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-24,-26,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-25,-25,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-26,-24,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-27,-23,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-28,-22,2,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-02-29,-21,3,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-01,-20,3,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-02,-19,4,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-03,-18,4,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-04,-17,4,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-05,-16,5,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-06,-15,6,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-07,-14,6,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-08,-13,7,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-09,-12,11,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-10,-11,19,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-11,-10,25,0,0.0,0.0,0.0,0.0,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-12,-9,32,0,0.0,-0.0455,0.0,-0.0048,0.0,0.0
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-13,-8,46,0,0.0,-0.0152,0.0,-0.0016,-0.0909,-0.0096
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-14,-7,60,0,0.0,0.0238,0.0,0.0025,-0.0303,-0.0032
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-15,-6,85,0,0.0,0.1255,0.0,0.0133,-0.0433,-0.0046
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-16,-5,93,0,0.0,0.4134,0.0528,0.0437,0.2208,0.0233
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-17,-4,153,1,0.10569589915765654,0.6558,0.0528,0.0693,0.7835,0.0828
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-18,-3,269,1,0.10569589915765654,0.8398,0.1057,0.0888,1.5325,0.162
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-19,-2,404,3,0.3170876974729696,1.0519,0.1585,0.1112,2.4632,0.2604
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-20,-1,562,4,0.42278359663062615,1.4264,0.1057,0.1508,3.6364,0.3843
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-21,0,726,5,0.5284794957882827,1.7727,0.1585,0.1874,5.316,0.5619
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-22,1,1024,7,0.7398712941035958,2.0823,0.2642,0.2201,7.1818,0.7591
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-23,2,1200,10,1.0569589915765654,2.9026,0.3699,0.3068,9.4805,1.0021
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-24,3,1507,14,1.4797425882071915,4.2273,0.3699,0.4468,12.987,1.3727
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-25,4,1840,17,1.796830285680161,6.5411,0.5813,0.6914,17.9351,1.8957
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-26,5,2492,25,2.642397478941413,8.632,0.9513,0.9124,26.0693,2.7554
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-27,6,2989,35,3.6993564705179787,9.9719,1.2155,1.054,35.1991,3.7204
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-28,7,3496,48,5.073403159567514,14.1234,1.6383,1.4928,46.013,4.8634
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-29,8,4525,66,6.975929344405331,17.9459,1.4797,1.8968,63.4459,6.706
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-30,9,4957,76,8.032888335981896,20.9784,1.9554,2.2173,81.9048,8.657
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-03-31,10,5905,103,10.886677613238623,25.9416,3.488,2.7419,105.4026,11.1406
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-01,11,6870,142,15.008817680387228,30.2987,2.8538,3.2024,133.7879,14.1408
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-02,12,7568,157,16.594256167752075,31.7229,3.2237,3.353,166.0,17.5455
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-03,13,8758,203,21.456267529004275,31.9524,4.2278,3.3772,197.2338,20.8468
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-04,14,10201,237,25.0499281003646,34.7713,3.4351,3.6752,229.9048,24.3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-05,15,11050,268,28.32650097425195,39.8405,3.1709,4.211,266.7763,28.1972
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-06,16,11990,297,31.39168204982399,46.6472,5.1791,4.9304,309.5859,32.722
16980,"Chicago-Naperville-Elgin, IL-IN-WI",102177,2085,9461105.0,8613,2020-04-07,17,13212,366,38.68469909170229,50.4848,7.293,5.336,360.0707,38.058
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-25,-56,1,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-26,-55,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-27,-54,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-28,-53,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-29,-52,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-30,-51,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-01-31,-50,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-01,-49,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-02,-48,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-03,-47,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-04,-46,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-05,-45,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-06,-44,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-07,-43,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-08,-42,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-09,-41,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-10,-40,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-11,-39,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-12,-38,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-13,-37,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-14,-36,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-15,-35,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-16,-34,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-17,-33,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-18,-32,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-19,-31,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-20,-30,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-21,-29,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-22,-28,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-23,-27,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-24,-26,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-25,-25,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-26,-24,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-27,-23,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-28,-22,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-02-29,-21,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-01,-20,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-02,-19,2,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-03,-18,4,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-04,-17,10,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-05,-16,14,0,0.0,0.0,0.0,0.0,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-06,-15,16,0,0.0,-0.0455,0.0,-0.0035,0.0,0.0
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-07,-14,17,0,0.0,-0.0152,0.0,-0.0012,-0.0909,-0.0071
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-08,-13,17,0,0.0,0.1147,0.0,0.0089,-0.0303,-0.0024
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-09,-12,24,0,0.0,0.2013,0.0,0.0157,0.1385,0.0108
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-10,-11,25,0,0.0,0.2446,0.039,0.0191,0.3723,0.029
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-11,-10,34,1,0.07794938855330379,0.2446,0.039,0.0191,0.6277,0.0489
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-12,-9,38,1,0.07794938855330379,0.2013,0.0,0.0157,0.8615,0.0672
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-13,-8,53,1,0.07794938855330379,0.1147,0.0,0.0089,1.0303,0.0803
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-14,-7,67,1,0.07794938855330379,-0.0606,0.0,-0.0047,1.0909,0.085
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-15,-6,86,1,0.07794938855330379,-0.0606,0.0,-0.0047,0.9091,0.0709
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-16,-5,116,1,0.07794938855330379,0.0238,0.0,0.0019,0.9697,0.0756
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-17,-4,173,1,0.07794938855330379,0.1255,0.0,0.0098,0.9567,0.0746
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-18,-3,232,1,0.07794938855330379,0.368,0.039,0.0287,1.2208,0.0952
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-19,-2,284,2,0.15589877710660757,0.5498,0.039,0.0429,1.6926,0.1319
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-20,-1,357,2,0.15589877710660757,0.9242,0.0779,0.072,2.3203,0.1809
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-21,0,429,4,0.31179755421321514,1.3009,0.1169,0.1014,3.5411,0.276
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-22,1,516,5,0.3897469427665189,1.7857,0.1169,0.1392,4.9221,0.3837
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-23,2,661,7,0.5456457198731265,2.9805,0.2338,0.2323,7.1126,0.5544
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-24,3,814,11,0.8574432740863416,4.4091,0.2728,0.3437,10.8831,0.8483
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-25,4,986,14,1.091291439746253,5.5238,0.4287,0.4306,15.9307,1.2418
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-26,5,1472,22,1.7148865481726832,5.9848,0.6236,0.4665,21.9307,1.7095
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-27,6,1786,30,2.3384816565991136,6.2035,0.5456,0.4836,27.9004,2.1748
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-28,7,2125,36,2.806177987918936,6.9524,0.4287,0.5419,34.3377,2.6766
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-29,8,2567,41,3.195924930685455,8.2835,0.4677,0.6457,41.8052,3.2587
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-30,9,2938,48,3.7415706505585815,9.2706,0.7795,0.7226,50.9048,3.968
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-03-31,10,3513,61,4.754912701751531,11.4935,1.0523,0.8959,60.3463,4.704
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-01,11,4124,75,5.8462041414977834,15.0411,1.1692,1.1724,73.8918,5.7598
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-02,12,4701,91,7.093394358350644,16.8658,1.0523,1.3147,90.4286,7.0489
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-03,13,5277,102,7.950837632436985,17.7597,1.559,1.3844,107.6234,8.3892
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-04,14,6063,131,10.211369900482795,18.6317,1.7149,1.4523,125.9481,9.8176
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-05,15,6774,146,11.380610728782353,19.0462,1.1692,1.4846,144.8867,11.2938
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-06,16,7242,161,12.549851557081908,19.0617,1.481,1.4858,164.0404,12.7868
31080,"Los Angeles-Long Beach-Anaheim, CA",61471,1181,12828837.0,12113,2020-04-07,17,7841,184,14.342687493807896,18.9697,1.7928,1.4787,183.0101,14.2655
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-02,-15,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-03,-14,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-04,-13,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-05,-12,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-06,-11,2,0,0.0,0.0,0.0,0.0,0.0,0.0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-07,-10,6,0,0.0,-0.0455,0.0,-0.0086,0.0,0.0
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-08,-9,10,0,0.0,-0.0152,0.0,-0.0029,-0.0909,-0.0173
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-09,-8,15,0,0.0,0.1147,0.0,0.0218,-0.0303,-0.0058
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-10,-7,19,0,0.0,0.2013,0.0,0.0382,0.1385,0.0263
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-11,-6,25,0,0.0,0.2446,0.0949,0.0464,0.3723,0.0707
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-12,-5,25,1,0.18979437677220498,0.2446,0.0949,0.0464,0.6277,0.1191
12060,"Atlanta-Sandy Springs-Alpharetta, GA",39565,1153,5268860.0,2172,2020-03-13,-4,33,1,0.18979437677220498,0.2013,0.0,0.0382,0.8615,0.1635
